Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q
CBRE,2023,Q,2,Atlanta,Central Atlanta,,Industrial,7205715.0,0.047,-18428.0,,10.3,,
CBRE,2023,Q,2,Atlanta,Chattahoochee,,Industrial,15503898.0,0.036,-90693.0,,9.73,,
CBRE,2023,Q,2,Atlanta,Northwest/1-75,,Industrial,71619240.0,0.075,75194.0,10123109.0,6.78,821844.0,
CBRE,2023,Q,2,Atlanta,Central/GA 400,,Industrial,25166819.0,0.041,220243.0,223000.0,8.93,,
CBRE,2023,Q,2,Atlanta,Northeast/1-85,,Industrial,198963606.0,0.035,2273319.0,12513347.0,7.05,1407528.0,
CBRE,2023,Q,2,Atlanta,Stone Mountain,,Industrial,27983948.0,0.009,3225.0,,6.45,,
CBRE,2023,Q,2,Atlanta,Airport,,Industrial,83246374.0,0.03,295650.0,1385033.0,7.3,,
CBRE,2023,Q,2,Atlanta,Southeast/1-75,,Industrial,70838731.0,0.069,341075.0,5456193.0,6.56,1271294.0,
CBRE,2023,Q,2,Atlanta,Southwest/1-85,,Industrial,59509401.0,0.024,221259.0,4138465.0,6.87,28125.0,
CBRE,2023,Q,2,Atlanta,1-20 East,,Industrial,39239718.0,0.05,106166.0,3591864.0,6.3,163065.0,
CBRE,2023,Q,2,Atlanta,1-20 West,,Industrial,107756604.0,0.06,-313677.0,1574316.0,6.45,926180.0,
CBRE,2023,Q,2,Atlanta,Market Total,,WAREHOUSE/DISTRIBUTION,544713805.0,0.048,2779853.0,38647752.0,6.57,4589911.0,
CBRE,2023,Q,2,Atlanta,Market Total,,SHALLOW BAY,124926318.0,0.028,24198.0,154120.0,6.92,28125.0,
CBRE,2023,Q,2,Atlanta,Market Total,,FLEX,37393931.0,0.051,309282.0,203455.0,11.1,,
CBRE,2023,Q,2,Atlanta,Market Total,,Industrial,707034054.0,0.045,3113333.0,39005327.0,7.19,4618036.0,
CBRE,2023,Q,2,Austin,BASTROP COUNTY,,Industrial,796062.0,0.023,0.0,606521.0,6.0,,
CBRE,2023,Q,2,Austin,CALDWELL COUNTY,,Industrial,415763.0,0.0,0.0,167794.0,0.0,,
CBRE,2023,Q,2,Austin,CEDAR PARK,,Industrial,7306872.0,0.025,29277.0,112660.0,19.16,,
CBRE,2023,Q,2,Austin,CENTRAL,,Industrial,1737426.0,0.069,7612.0,,16.21,,
CBRE,2023,Q,2,Austin,EAST,,Industrial,9500486.0,0.03,-49200.0,860657.0,19.04,,
CBRE,2023,Q,2,Austin,FAR NORTH,,Industrial,7010750.0,0.417,103980.0,1809141.0,8.25,2179404.0,
CBRE,2023,Q,2,Austin,FAR NORTHEAST,,Industrial,2542887.0,0.225,-15054.0,2697919.0,10.89,,
CBRE,2023,Q,2,Austin,HAYS COUNTY,,Industrial,12639452.0,0.196,290526.0,2519812.0,8.83,1633769.0,
CBRE,2023,Q,2,Austin,NORTH,,Industrial,16102628.0,0.042,39773.0,,14.63,125030.0,
CBRE,2023,Q,2,Austin,NORTHEAST,,Industrial,26820499.0,0.048,235972.0,2191958.0,11.68,503417.0,
CBRE,2023,Q,2,Austin,NORTHWEST,,Industrial,708902.0,0.004,48120.0,,17.0,50620.0,
CBRE,2023,Q,2,Austin,ROUND ROCK,,Industrial,5226036.0,0.029,16258.0,1358036.0,12.52,,
CBRE,2023,Q,2,Austin,SOUTH,,Industrial,2753375.0,0.022,-3000.0,655311.0,18.54,,
CBRE,2023,Q,2,Austin,SOUTHEAST,,Industrial,17404803.0,0.037,35800.0,2220802.0,10.48,20000.0,
CBRE,2023,Q,2,Austin,SOUTHWEST,,Industrial,3879856.0,0.043,-16942.0,,15.0,,
CBRE,2023,Q,2,Austin,AUSTIN TOTAL,,Industrial,114845797.0,0.083,693845.0,15200611.0,11.37,4512240.0,
CBRE,2023,Q,2,Baltimore,Annapolis,,Warehouse,498012.0,0.058,6300.0,,10.68,,
CBRE,2023,Q,2,Baltimore,Baltimore City,,Warehouse,29426847.0,0.031,284761.0,615121.0,7.92,,
CBRE,2023,Q,2,Baltimore,Baltimore County East,,Warehouse,28056193.0,0.039,-93920.0,1525240.0,8.09,,
CBRE,2023,Q,2,Baltimore,Baltimore Southwest,,Warehouse,7908834.0,0.106,-207283.0,,11.5,,
CBRE,2023,Q,2,Baltimore,Balt/Washington Corridor,,Warehouse,49514401.0,0.041,-402790.0,,12.5,,
CBRE,2023,Q,2,Baltimore,Harford/Cecil County,,Warehouse,37284068.0,0.079,616332.0,2682250.0,7.21,,
CBRE,2023,Q,2,Baltimore,Hunt Valley/Towson,,Warehouse,3216649.0,0.064,74947.0,,8.76,,
CBRE,2023,Q,2,Baltimore,Owings Mills/Reisterstown Rd,,Warehouse,961948.0,0.003,15970.0,,12.5,,
CBRE,2023,Q,2,Baltimore,Total,,Warehouse,156866952.0,0.051,294317.0,4822611.0,8.89,,
CBRE,2023,Q,2,Baltimore,Annapolis,,Flex,1130307.0,0.101,-50641.0,,16.9,,
CBRE,2023,Q,2,Baltimore,Baltimore City,,Flex,2528816.0,0.067,-4879.0,,7.55,,
CBRE,2023,Q,2,Baltimore,Baltimore County East,,Flex,2581799.0,0.081,-23492.0,,8.28,,
CBRE,2023,Q,2,Baltimore,Baltimore Southwest,,Flex,3264392.0,0.119,15906.0,,12.3,,
CBRE,2023,Q,2,Baltimore,Balt/Washington Corridor,,Flex,16242116.0,0.062,-23208.0,,13.86,,
CBRE,2023,Q,2,Baltimore,Harford/Cecil County,,Flex,2076849.0,0.049,14324.0,,9.08,,
CBRE,2023,Q,2,Baltimore,Hunt Valley/Towson,,Flex,3653062.0,0.056,-23334.0,,10.55,,
CBRE,2023,Q,2,Baltimore,Owings Mills/Reisterstown Rd,,Flex,1781852.0,0.125,10021.0,,11.23,,
CBRE,2023,Q,2,Baltimore,Total,,Flex,33259193.0,0.073,-85303.0,,12.0,,
CBRE,2023,Q,2,Baltimore,Annapolis,,Industrial,1628319.0,0.088,-44341.0,,14.61,,
CBRE,2023,Q,2,Baltimore,Baltimore City,,Industrial,31955663.0,0.034,279882.0,615121.0,7.84,,
CBRE,2023,Q,2,Baltimore,Baltimore County East,,Industrial,30637992.0,0.042,-117412.0,1525240.0,8.12,,
CBRE,2023,Q,2,Baltimore,Baltimore Southwest,,Industrial,11173226.0,0.11,-191377.0,,10.87,,
CBRE,2023,Q,2,Baltimore,Balt/Washington Corridor,,Industrial,65756517.0,0.046,-425998.0,,11.33,,
CBRE,2023,Q,2,Baltimore,Harford/Cecil County,,Industrial,39360917.0,0.077,630656.0,2682250.0,7.3,,
CBRE,2023,Q,2,Baltimore,Hunt Valley/Towson,,Industrial,6869711.0,0.06,51613.0,,9.49,,
CBRE,2023,Q,2,Baltimore,Owings Mills/Reisterstown Rd,,Industrial,2743800.0,0.082,25991.0,,11.24,,
CBRE,2023,Q,2,Baltimore,Total,,Industrial,190126145.0,0.055,209014.0,4822611.0,9.64,,
CBRE,2023,Q,2,Boise,Airport,,Industrial,5955501.0,0.025,67543.0,1480043.0,1.04,,
CBRE,2023,Q,2,Boise,Bench,,Industrial,1894698.0,0.052,-83986.0,,0.77,,
CBRE,2023,Q,2,Boise,Caldwell,,Industrial,5197591.0,0.06,83244.0,396480.0,0.73,,
CBRE,2023,Q,2,Boise,Downtown,,Industrial,473827.0,0.0,0.0,0.0,0.0,0.0,
CBRE,2023,Q,2,Boise,Eagle,,Industrial,257357.0,0.044,2760.0,,1.4,,
CBRE,2023,Q,2,Boise,Kuna,,Industrial,203390.0,0.0,0.0,0.0,0.0,0.0,
CBRE,2023,Q,2,Boise,Meridian,,Industrial,6066079.0,0.014,11729.0,24300.0,0.79,,
CBRE,2023,Q,2,Boise,Middleton,,Industrial,265608.0,0.0,0.0,0.0,0.0,0.0,
CBRE,2023,Q,2,Boise,Nampa,,Industrial,12344690.0,0.118,266365.0,932386.0,0.86,,
CBRE,2023,Q,2,Boise,North Boise,,Industrial,1704516.0,0.007,17877.0,,0.7,,
CBRE,2023,Q,2,Boise,South Meridian,,Industrial,876649.0,0.011,6580.0,,1.54,,
CBRE,2023,Q,2,Boise,Southeast,,Industrial,4287732.0,0.011,37420.0,,1.19,,
CBRE,2023,Q,2,Boise,Southwest,,Industrial,2275888.0,0.047,-51309.0,,0.9,,
CBRE,2023,Q,2,Boise,Star,,Industrial,58076.0,0.0,0.0,0.0,0.0,0.0,
CBRE,2023,Q,2,Boise,West,,Industrial,3572338.0,0.019,-33387.0,,0.92,,
CBRE,2023,Q,2,Boise,West Canyon,,Industrial,1089102.0,0.0,0.0,0.0,0.0,0.0,
CBRE,2023,Q,2,Boise,Market Total,,Industrial,46523042.0,0.051,324836.0,2833209.0,0.85,,
CBRE,2023,Q,2,Boston,Greater Boston,Urban,Industrial,14459801.0,0.037,-4151.0,,25.52,,
CBRE,2023,Q,2,Boston,Metro North,Close-In Suburbs North,Industrial,18006289.0,0.047,-125237.0,,24.88,,
CBRE,2023,Q,2,Boston,Metro North,Route 128-North,Industrial,33564626.0,0.038,-89364.0,,19.0,,
CBRE,2023,Q,2,Boston,Metro North,Route 495 Northeast,Industrial,20953625.0,0.02,161040.0,,15.36,,
CBRE,2023,Q,2,Boston,Metro North,Route 3 - North,Industrial,17935269.0,0.047,80024.0,,15.67,,
CBRE,2023,Q,2,Boston,Greater Boston,Metro North,Industrial,90459809.0,0.038,26463.0,,19.43,,
CBRE,2023,Q,2,Boston,Metro South,Route 128-South,Industrial,44252803.0,0.054,16935.0,,14.64,,
CBRE,2023,Q,2,Boston,Metro South,Route 495 - South,Industrial,71063828.0,0.044,-162963.0,,13.03,,
CBRE,2023,Q,2,Boston,Greater Boston,Metro South,Industrial,115316631.0,0.048,-146028.0,,13.53,,
CBRE,2023,Q,2,Boston,Metro West,Route 128-West,Industrial,6372001.0,0.021,4092.0,,26.82,,
CBRE,2023,Q,2,Boston,Metro West,Framingham - Natick,Industrial,4528544.0,0.02,47112.0,,12.93,,
CBRE,2023,Q,2,Boston,Metro West,Route 495 Route 2 West,Industrial,21376483.0,0.031,25942.0,,15.21,,
CBRE,2023,Q,2,Boston,Metro West,Route 495 Mass Pike West,Industrial,23741898.0,0.016,-84222.0,,12.59,,
CBRE,2023,Q,2,Boston,Greater Boston,Metro West,Industrial,56018926.0,0.023,-7076.0,,14.06,,
CBRE,2023,Q,2,Boston,Greater Boston,Overall Total,Industrial,276255167.0,0.039,-130792.0,,15.63,,
CBRE,2023,Q,2,Boston,Worcester,City of Worcester,Industrial,9537102.0,0.006,-10333.0,,8.58,,
CBRE,2023,Q,2,Boston,Worcester,Worcester North,Industrial,11365925.0,0.045,151821.0,,11.69,,
CBRE,2023,Q,2,Boston,Worcester,Worcester South,Industrial,9248542.0,0.119,22400.0,,11.03,,
CBRE,2023,Q,2,Boston,Worcester,Overall Total,Industrial,30151569.0,0.055,163888.0,,11.12,,
CBRE,2023,Q,2,Broward,Central Broward,,Industrial,18572907.0,0.0272,-42040.0,,15.59,0.0,
CBRE,2023,Q,2,Broward,Coral Springs,,Industrial,8691515.0,0.0303,106431.0,627385.0,15.42,0.0,
CBRE,2023,Q,2,Broward,Northeast Broward,,Industrial,11765671.0,0.0447,104492.0,,15.33,0.0,
CBRE,2023,Q,2,Broward,Pompano/Lauderdale,,Industrial,25269959.0,0.0265,-24672.0,,14.54,0.0,
CBRE,2023,Q,2,Broward,Southeast Broward,,Industrial,16099963.0,0.0263,117908.0,576237.0,15.0,0.0,
CBRE,2023,Q,2,Broward,Southwest Broward,,Industrial,17518956.0,0.0196,138246.0,,15.0,0.0,
CBRE,2023,Q,2,Broward,Sunrise,,Industrial,5829397.0,0.0108,4338.0,103300.0,16.56,0.0,
CBRE,2023,Q,2,Broward,Grand Total,,Industrial,103748368.0,0.026,404703.0,1306922.0,15.35,0.0,
CBRE,2023,Q,2,Central Valley,Ceres,,Industrial,6486708.0,0.082,0.0,,0.67,,
CBRE,2023,Q,2,Central Valley,Lathrop,,Industrial,18240950.0,0.12,0.0,,0.72,,
CBRE,2023,Q,2,Central Valley,Lodi,,Industrial,5518023.0,0.0,0.0,,,,
CBRE,2023,Q,2,Central Valley,Manteca,,Industrial,6411159.0,0.086,-552450.0,,0.64,,
CBRE,2023,Q,2,Central Valley,Modesto,,Industrial,14630314.0,0.0,-204801.0,,,,
CBRE,2023,Q,2,Central Valley,Oakdale,,Industrial,890391.0,0.0,0.0,,,,
CBRE,2023,Q,2,Central Valley,Patterson,,Industrial,5008183.0,0.0,356065.0,,,,
CBRE,2023,Q,2,Central Valley,Stockton,,Industrial,40898039.0,0.096,455875.0,,0.71,,
CBRE,2023,Q,2,Central Valley,Tracy,,Industrial,32476758.0,0.097,-288023.0,,0.81,,
CBRE,2023,Q,2,Central Valley,Turlock,,Industrial,2875028.0,0.0,0.0,,,,
CBRE,2023,Q,2,Central Valley,Market Totals,,Industrial,133435553.0,0.077,-233334.0,,0.73,,
CBRE,2023,Q,2,Charleston,Charleston,,Industrial,1044665.0,0.0,0.0,50000.0,,,
CBRE,2023,Q,2,Charleston,East Cooper,,Industrial,8998631.0,0.0047,22164.0,0.0,,,
CBRE,2023,Q,2,Charleston,Hanahan,,Industrial,6883723.0,0.0024,0.0,0.0,,,
CBRE,2023,Q,2,Charleston,Hwy 52 North,,Industrial,6364966.0,0.0255,0.0,0.0,,,
CBRE,2023,Q,2,Charleston,1-26 North,,Industrial,25399839.0,0.0478,406811.0,8984024.0,,,
CBRE,2023,Q,2,Charleston,North Charleston/Ladson,,Industrial,29907641.0,0.0151,628136.0,252800.0,,,
CBRE,2023,Q,2,Charleston,West Ashley,,Industrial,1025532.0,0.0128,0.0,0.0,,,
CBRE,2023,Q,2,Charleston,MARKET TOTAL,,Manufacturing,24693065.0,0.0013,10765.0,0.0,,,
CBRE,2023,Q,2,Charleston,MARKET TOTAL,,R&D/Flex,2385476.0,0.0415,29084.0,0.0,,,
CBRE,2023,Q,2,Charleston,MARKET TOTAL,,Warehouse/Distribution,52092891.0,0.0279,1088259.0,8480486.0,,,
CBRE,2023,Q,2,Charleston,MARKET TOTAL,,Industrial,79624997.0,0.0181,1165271.0,9236824.0,,,
CBRE,2023,Q,2,Charlotte,Cabarrus County,,Industrial,20260686.0,0.021,208274.0,1816357.0,,,
CBRE,2023,Q,2,Charlotte,Central,,Industrial,20452708.0,0.033,12728.0,,,,
CBRE,2023,Q,2,Charlotte,East,,Industrial,1636141.0,0.021,3700.0,,,,
CBRE,2023,Q,2,Charlotte,Gaston County,,Industrial,30332365.0,0.083,385427.0,3030443.0,,,
CBRE,2023,Q,2,Charlotte,Iredell County,,Industrial,29171075.0,0.021,440288.0,2593590.0,,,
CBRE,2023,Q,2,Charlotte,Lancaster County,,Industrial,5475925.0,0.0,0.0,,,,
CBRE,2023,Q,2,Charlotte,Lincoln County,,Industrial,10879084.0,0.022,96500.0,1067173.0,,,
CBRE,2023,Q,2,Charlotte,North,,Industrial,26145498.0,0.026,67372.0,1846506.0,,,
CBRE,2023,Q,2,Charlotte,Northeast,,Industrial,2911182.0,0.092,0.0,,,,
CBRE,2023,Q,2,Charlotte,Northwest,,Industrial,12196528.0,0.027,0.0,112980.0,,,
CBRE,2023,Q,2,Charlotte,Rowan County,,Industrial,15448557.0,0.096,117725.0,2853986.0,,,
CBRE,2023,Q,2,Charlotte,Southeast,,Industrial,4366317.0,0.008,10995.0,,,,
CBRE,2023,Q,2,Charlotte,Southwest,,Industrial,43570436.0,0.028,201800.0,2502626.0,,,
CBRE,2023,Q,2,Charlotte,Union County,,Industrial,13631064.0,0.01,-78910.0,270000.0,,,
CBRE,2023,Q,2,Charlotte,West,,Industrial,11151058.0,0.058,603493.0,234578.0,,,
CBRE,2023,Q,2,Charlotte,York County,,Industrial,31442376.0,0.028,939850.0,1874973.0,,,
CBRE,2023,Q,2,Charlotte,METRO TOTAL,,Industrial,279071000.0,0.036,3009242.0,18203212.0,,,
CBRE,2023,Q,2,Cincinnati,Central,,Overall Industrial,83947292.0,0.037,13654.0,146000.0,5.71,,
CBRE,2023,Q,2,Cincinnati,Northeast,,Overall Industrial,67224136.0,0.024,87924.0,1241904.0,7.11,538525.0,
CBRE,2023,Q,2,Cincinnati,Northwest,,Overall Industrial,87961064.0,0.039,502263.0,1167093.0,6.56,1604567.0,
CBRE,2023,Q,2,Cincinnati,Northern Kentucky,,Overall Industrial,85152464.0,0.079,-192661.0,1703765.0,6.38,3142463.0,
CBRE,2023,Q,2,Cincinnati,Metro Total,,Overall Industrial,324284956.0,0.046,411180.0,4258762.0,6.43,5285555.0,
CBRE,2023,Q,2,Cleveland,Downtown,,Warehouse/Distribution,24208214.0,0.007,-22444.0,,5.3,,
CBRE,2023,Q,2,Cleveland,East,,Warehouse/Distribution,2787185.0,0.017,38762.0,,6.41,,
CBRE,2023,Q,2,Cleveland,Geauga West,,Warehouse/Distribution,926688.0,0.032,0.0,,6.49,,
CBRE,2023,Q,2,Cleveland,Lake County West,,Warehouse/Distribution,8892898.0,0.048,-69351.0,,5.79,,
CBRE,2023,Q,2,Cleveland,Northeast,,Warehouse/Distribution,9715559.0,0.032,0.0,,6.84,,
CBRE,2023,Q,2,Cleveland,Northwest,,Warehouse/Distribution,11109661.0,0.016,432.0,,5.47,,
CBRE,2023,Q,2,Cleveland,South,,Warehouse/Distribution,19040456.0,0.021,-27478.0,,5.66,,
CBRE,2023,Q,2,Cleveland,Southeast,,Warehouse/Distribution,38286999.0,0.041,101523.0,,5.63,,
CBRE,2023,Q,2,Cleveland,Southwest,,Warehouse/Distribution,22575225.0,0.047,18968.0,,5.61,,
CBRE,2023,Q,2,Cleveland,Total Market,,Warehouse/Distribution,137542885.0,0.03,40412.0,2794909.0,5.67,,
CBRE,2023,Q,2,Colorado Springs,CBD,,Industrial,10000.0,0.0,,,,,
CBRE,2023,Q,2,Colorado Springs,Central,,Industrial,2894668.0,0.044,30253.0,,10.52,,
CBRE,2023,Q,2,Colorado Springs,East,,Industrial,2743083.0,0.023,-40618.0,,10.24,,
CBRE,2023,Q,2,Colorado Springs,Falcon,,Industrial,43475.0,0.0,,,,,
CBRE,2023,Q,2,Colorado Springs,Fountain/Security/Widefield,,Industrial,1585616.0,0.13,-3048.0,,7.61,,
CBRE,2023,Q,2,Colorado Springs,Greater Downtown,,Industrial,1612747.0,0.0,16840.0,,,,
CBRE,2023,Q,2,Colorado Springs,Northeast,,Industrial,2620672.0,0.059,-37953.0,,11.58,,
CBRE,2023,Q,2,Colorado Springs,Northwest,,Industrial,8037216.0,0.018,42442.0,270000.0,9.92,,
CBRE,2023,Q,2,Colorado Springs,Southeast,,Industrial,12090456.0,0.034,29061.0,185000.0,10.5,,
CBRE,2023,Q,2,Colorado Springs,Southwest,,Industrial,1162639.0,0.0,,,,,
CBRE,2023,Q,2,Colorado Springs,Tri-Lakes,,Industrial,283063.0,0.057,12423.0,,9.79,,
CBRE,2023,Q,2,Colorado Springs,West Side/Manitou,,Industrial,718512.0,0.006,-200.0,,15.45,,
CBRE,2023,Q,2,Colorado Springs,Metro Total,,Industrial,33802147.0,0.033,49200.0,455900.0,10.05,,
CBRE,2023,Q,2,Columbus,Central,,Overall Industrial,32566223.0,0.012,131332.0,862322.0,9.62,,
CBRE,2023,Q,2,Columbus,Delaware County,,Overall Industrial,11927377.0,0.004,,148000.0,12.79,,
CBRE,2023,Q,2,Columbus,East,,Overall Industrial,26754549.0,0.032,33529.0,1246027.0,8.78,,
CBRE,2023,Q,2,Columbus,Fairfield County,,Overall Industrial,8139957.0,0.096,-201318.0,825322.0,4.14,209632.0,
CBRE,2023,Q,2,Columbus,Licking County,,Overall Industrial,37445516.0,0.051,1736283.0,1491007.0,5.63,625122.0,
CBRE,2023,Q,2,Columbus,Madison County,,Overall Industrial,19717860.0,0.129,,2134247.0,5.45,712000.0,
CBRE,2023,Q,2,Columbus,Northeast,,Overall Industrial,12777498.0,0.083,1806.0,,6.23,542737.0,
CBRE,2023,Q,2,Columbus,Northwest,,Overall Industrial,1553079.0,0.112,-875.0,,8.65,140244.0,
CBRE,2023,Q,2,Columbus,Pickaway County,,Overall Industrial,16894267.0,0.04,1727649.0,1393421.0,7.88,,
CBRE,2023,Q,2,Columbus,Southeast,,Overall Industrial,70996058.0,0.047,575095.0,288172.0,6.43,518903.0,
CBRE,2023,Q,2,Columbus,Southwest,,Overall Industrial,18244876.0,0.035,87494.0,,7.57,332515.0,
CBRE,2023,Q,2,Columbus,Union County,,Overall Industrial,9213739.0,,,1300000.0,,,
CBRE,2023,Q,2,Columbus,West,,Overall Industrial,36428114.0,0.025,-219268.0,1051628.0,7.84,,
CBRE,2023,Q,2,Columbus,Central,,Modern Warehouse,716372.0,,,862322.0,,,
CBRE,2023,Q,2,Columbus,Delaware County,,Modern Warehouse,2175848.0,0.014,,148000.0,,,
CBRE,2023,Q,2,Columbus,East,,Modern Warehouse,2252186.0,0.034,144000.0,1246027.0,,,
CBRE,2023,Q,2,Columbus,Fairfield County,,Modern Warehouse,524632.0,0.4,,825322.0,6.75,209632.0,
CBRE,2023,Q,2,Columbus,Licking County,,Modern Warehouse,17744386.0,0.056,1682700.0,1491007.0,6.15,625122.0,
CBRE,2023,Q,2,Columbus,Madison County,,Modern Warehouse,16428367.0,0.155,,2134247.0,5.45,712000.0,
CBRE,2023,Q,2,Columbus,Northeast,,Modern Warehouse,2665910.0,0.204,,,5.75,542737.0,
CBRE,2023,Q,2,Columbus,Northwest,,Modern Warehouse,140244.0,0.0112,,,7.88,140244.0,
CBRE,2023,Q,2,Columbus,Pickaway County,,Modern Warehouse,11239318.0,0.06,1727649.0,1393421.0,7.88,,
CBRE,2023,Q,2,Columbus,Southeast,,Modern Warehouse,43777770.0,0.05,738190.0,288172.0,6.02,518903.0,
CBRE,2023,Q,2,Columbus,Southwest,,Modern Warehouse,6069513.0,0.085,52922.0,,6.75,332515.0,
CBRE,2023,Q,2,Columbus,Union County,,Modern Warehouse,355000.0,,,1300000.0,,,
CBRE,2023,Q,2,Columbus,West,,Modern Warehouse,782730.0,,,1051628.0,,,
CBRE,2023,Q,2,Columbus,Total,,Overall Industrial,302659113.0,0.044,3914506.0,10740146.0,6.2,3081153.0,
CBRE,2023,Q,2,Columbus,Total,,Modern Warehouse,104872276.0,0.075,4345461.0,10740146.0,5.97,3081153.0,
CBRE,2023,Q,2,Des Moines,Western Suburbs,,Warehouse & Distribution,12183081.0,0.036,42923.0,234348.0,6.0,,
CBRE,2023,Q,2,Des Moines,CBD,,Warehouse & Distribution,594479.0,0.023,0.0,0.0,5.86,,
CBRE,2023,Q,2,Des Moines,Northwest,,Warehouse & Distribution,3805010.0,0.028,0.0,0.0,6.2,,
CBRE,2023,Q,2,Des Moines,Northeast,,Warehouse & Distribution,17731946.0,0.088,-55866.0,0.0,5.86,,
CBRE,2023,Q,2,Des Moines,South,,Warehouse & Distribution,4258016.0,0.042,32153.0,0.0,4.95,,
CBRE,2023,Q,2,Des Moines,Ankeny,,Warehouse & Distribution,4928314.0,0.092,221171.0,0.0,6.0,,
CBRE,2023,Q,2,Des Moines,Greater DSM,,Warehouse & Distribution,43500846.0,0.063,240381.0,234348.0,5.99,,
CBRE,2023,Q,2,Detroit,Detroit,,Modern Warehouse,4789251.0,0.182,267875.0,1333098.0,7.22,,
CBRE,2023,Q,2,Detroit,Downriver,,Modern Warehouse,14488734.0,0.07,0.0,1673282.0,,349492.0,
CBRE,2023,Q,2,Detroit,I-75 Corridor,,Modern Warehouse,6492599.0,0.0,0.0,778416.0,,80000.0,
CBRE,2023,Q,2,Detroit,Macomb,,Modern Warehouse,5013376.0,0.073,0.0,450000.0,,502992.0,
CBRE,2023,Q,2,Detroit,NW Suburbs,,Modern Warehouse,1879132.0,0.0,0.0,609299.0,,93995.0,
CBRE,2023,Q,2,Detroit,SE Oakland,,Modern Warehouse,2412610.0,0.038,0.0,,,,
CBRE,2023,Q,2,Detroit,Western Wayne,,Modern Warehouse,4798410.0,0.042,0.0,286347.0,8.0,196246.0,
CBRE,2023,Q,2,Detroit,Total,,Overall Industrial,540309486.0,0.027,348943.0,5130442.0,7.6,1222725.0,
CBRE,2023,Q,2,Detroit,Total,,Modern Warehouse,39874112.0,0.064,267875.0,5130442.0,7.42,1222725.0,
CBRE,2023,Q,2,El Paso,West,,Overall Industrial,,0.014,31486.0,646263.0,,,
CBRE,2023,Q,2,El Paso,Northeast,,Overall Industrial,,0.012,80750.0,0.0,,,
CBRE,2023,Q,2,El Paso,Central,,Overall Industrial,,0.001,96865.0,0.0,,,
CBRE,2023,Q,2,El Paso,East,,Overall Industrial,,0.044,886465.0,3679125.0,,1809010.0,
CBRE,2023,Q,2,El Paso,Lower Valley,,Overall Industrial,,0.072,102067.0,102067.0,,252236.0,
CBRE,2023,Q,2,El Paso,El Paso Total,,Overall Industrial,,0.026,1197633.0,4577624.0,,1911077.0,
CBRE,2023,Q,2,El Paso,El Paso Total,,Class A,,0.057,1012387.0,4577624.0,,1911077.0,
CBRE,2023,Q,2,El Paso,El Paso Total,,Class B,,0.001,88381.0,0.0,,,
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,Bell,Industrial,5349440.0,0.013,-70121.0,0.0,1.84,,0.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,Bell Gardens,Industrial,2691527.0,0.025,-68010.0,0.0,1.85,,0.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,City of Commerce,Industrial,53608668.0,0.019,-214671.0,151565.0,1.67,,564074.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,Montebello,Industrial,11754177.0,0.038,-406044.0,0.0,1.98,,48942.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,Monterey Park,Industrial,2253656.0,0.029,-18052.0,0.0,1.44,,0.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,Pico Rivera,Industrial,10456255.0,0.004,25358.0,0.0,1.25,,0.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,Cudahy,Industrial,1445689.0,0.0,0.0,0.0,,,0.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,City of Vernon,Industrial,57793107.0,0.022,-152501.0,454074.0,1.68,,223773.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,Maywood,Industrial,850381.0,0.0,0.0,0.0,,,0.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,South Gate,Industrial,11771200.0,0.016,-21755.0,0.0,1.34,,0.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,Huntington Park,Industrial,6004856.0,0.015,-55500.0,0.0,1.43,,0.0
CBRE,2023,Q,2,Greater Los Angeles,Commerce/Vernon,Total,Industrial,163978956.0,0.02,-981296.0,605639.0,1.66,0.0,836789.0
CBRE,2023,Q,2,Greater Los Angeles,Downtown Los Angeles,Los Angeles,Industrial,106781594.0,0.018,79858.0,253318.0,1.4,0.0,379006.0
CBRE,2023,Q,2,Greater Los Angeles,Mid-Counties,Artesia,Industrial,301507.0,0.0,0.0,0.0,,,0.0
CBRE,2023,Q,2,Greater Los Angeles,Mid-Counties,Bellflower,Industrial,511296.0,0.054,6439.0,0.0,1.66,,17504.0
CBRE,2023,Q,2,Greater Los Angeles,Mid-Counties,Cerritos,Industrial,14136522.0,0.011,27252.0,0.0,1.65,,214854.0
CBRE,2023,Q,2,Greater Los Angeles,Mid-Counties,Downey,Industrial,5331664.0,0.008,17280.0,0.0,1.76,,17280.0
CBRE,2023,Q,2,Greater Los Angeles,Mid-Counties,La Mirada,Industrial,13573357.0,0.012,-53566.0,0.0,1.64,,109423.0
